image index	predicted index	target index	correct	path	path probability	path length	number backtracks
2660	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 0.9999998807907104, 1.0, 0.9999728202819824]	5	0
2661	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
2662	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
2663	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
2664	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999992847442627, 0.9999992847442627, 0.9999998807907104, 0.9999998807907104]	5	0
2665	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 0.9999979734420776]	4	0
2666	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999996423721313, 1.0]	3	0
2667	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 0.999990701675415]	4	0
2668	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999974966049194, 0.9999992847442627, 0.9999996423721313]	4	0
2669	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999986886978149, 0.9999998807907104]	3	0
2670	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9998875856399536, 0.9995678067207336, 0.9993971586227417]	4	0
2671	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 0.9999924898147583]	3	0
2672	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999972581863403, 0.9999409914016724, 0.9981179237365723]	4	0
2673	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999202489852905, 0.9998770952224731]	3	0
2674	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999980926513672, 0.9999994039535522, 0.9999998807907104]	4	0
2675	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9889810085296631, 0.6349124312400818]	3	0
2676	6	4	FALSE	['n00003553', 'n01471682', 'n01639765']	[0.9999934434890747, 0.48259010910987854]	3	0
2677	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999750852584839, 0.9999961853027344, 0.9999995231628418, 0.9999963045120239]	5	0
2678	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 1.0]	4	0
2679	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999847412109375, 0.999987006187439, 0.999966025352478]	4	0
2680	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 1.0]	4	0
2681	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999992847442627, 0.9999995231628418, 0.9999997615814209]	4	0
2682	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999970197677612, 0.9999995231628418, 1.0, 1.0]	5	0
2683	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
2684	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999997615814209, 0.9993682503700256, 0.9998452663421631, 0.9997449517250061]	5	0
2685	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999864101409912, 0.9978675842285156]	3	0
2686	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999996423721313, 0.9999997615814209, 1.0, 0.9999997615814209]	5	0
2687	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
2688	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 0.9990066885948181, 0.9999566078186035, 0.9999948740005493]	5	0
2689	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 0.9999996423721313, 1.0, 0.999954342842102]	5	0
2690	6	2	FALSE	['n00003553', 'n01471682', 'n01639765']	[0.9997512698173523, 0.5530627965927124]	3	0
2691	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
2692	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999997615814209, 0.9999971389770508, 0.9999995231628418]	4	0
2693	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
2694	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999967813491821, 0.999998927116394, 1.0]	4	0
2695	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999996423721313, 0.9998520612716675]	3	0
2696	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999996423721313, 0.9926828742027283]	3	0
2697	8	0	FALSE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999861717224121, 0.9999880790710449, 0.5971804261207581]	4	0
2698	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
2699	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999996423721313, 0.9999951124191284, 0.9999994039535522, 0.9999995231628418]	5	0
2700	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999998807907104, 0.9999997615814209, 0.9998482465744019]	4	0
2701	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 0.9999953508377075, 1.0]	4	0
2702	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999998807907104, 0.9999997615814209]	3	0
2703	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999996423721313, 0.860226035118103, 0.9777123928070068]	4	0
2704	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 0.999998927116394]	4	0
2705	0	8	FALSE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999997615814209, 0.9999985694885254, 0.9990096092224121]	4	0
2706	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
2707	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
2708	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.9998282194137573, 0.9999566078186035, 0.9999874830245972]	5	0
2709	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.999995231628418, 0.9999998807907104]	3	0
2710	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
2711	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999995231628418, 1.0, 1.0, 1.0]	5	0
2712	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999847412109375, 0.9972500205039978, 0.9996256828308105]	4	0
2713	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 1.0, 1.0]	4	0
2714	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 0.999925971031189, 0.9999929666519165]	4	0
2715	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 1.0]	4	0
2716	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999997615814209, 0.9999996423721313, 0.9999997615814209, 0.999907374382019]	5	0
2717	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999688863754272, 0.9999904632568359, 0.9999972581863403]	4	0
2718	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 0.999998927116394, 0.9999998807907104, 1.0]	5	0
2719	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999992847442627, 0.9841391444206238, 0.9987892508506775, 0.9705261588096619]	5	0
2720	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
2721	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999583959579468, 0.9999889135360718, 0.9999973773956299]	4	0
2722	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.999994158744812, 0.9799758791923523, 0.9910100698471069, 0.9995627999305725]	5	0
2723	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9864288568496704]	3	0
2724	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 1.0]	4	0
2725	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999998807907104, 1.0, 1.0]	4	0
2726	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 0.9999579191207886]	5	0
2727	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
2728	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
2729	3	5	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999996423721313, 0.9999995231628418, 0.9999992847442627, 0.9701729416847229]	5	0
2730	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999969005584717, 1.0]	3	0
2731	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 0.9999998807907104]	5	0
2732	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999992847442627, 0.9999959468841553, 0.9999998807907104, 1.0]	5	0
2733	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
2734	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 0.9999997615814209, 1.0, 0.9999998807907104]	5	0
2735	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9999996423721313]	3	0
2736	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 0.9999998807907104, 1.0]	4	0
2737	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 0.9996795654296875, 0.99769526720047]	4	0
2738	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999955892562866, 0.9998119473457336, 0.9999550580978394, 0.9999785423278809]	5	0
2739	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 1.0]	3	0
2740	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999984502792358, 1.0, 1.0]	4	0
2741	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
2742	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999866485595703, 0.9999974966049194]	3	0
2743	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999971389770508, 0.9999997615814209, 1.0]	4	0
2744	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 0.9999982118606567]	4	0
2745	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 0.9999997615814209, 1.0]	4	0
2746	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9995940327644348, 0.9999607801437378]	3	0
2747	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999370574951172, 0.9998944997787476, 0.9998469352722168, 0.9999494552612305]	5	0
2748	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
2749	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.999994158744812, 0.999990701675415, 0.9999979734420776]	4	0
2750	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
2751	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9999481439590454]	3	0
2752	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 0.9999998807907104]	5	0
2753	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 0.9999946355819702, 0.9999997615814209]	5	0
2754	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999613761901855, 0.9999334812164307, 0.9997759461402893]	4	0
2755	7	5	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 0.5164145231246948, 0.8274946808815002]	5	0
2756	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999727010726929, 0.9997127652168274, 0.999923825263977]	4	0
2757	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
2758	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
2759	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 1.0]	5	0
2760	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999990463256836, 0.9999693632125854]	3	0
2761	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9984373450279236, 0.9996805191040039, 0.9997968077659607, 0.9991907477378845]	5	0
2762	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999995231628418, 0.9999982118606567, 0.9993056058883667, 0.9996111989021301]	5	0
2763	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999923706054688, 0.9998456239700317, 0.9984090924263, 0.9986222982406616]	5	0
2764	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
2765	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999998807907104, 1.0, 1.0]	4	0
2766	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999547004699707, 0.9999818801879883, 0.9999958276748657, 0.9999926090240479]	5	0
2767	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 0.9848105907440186]	5	0
2768	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 0.9999992847442627, 1.0, 1.0]	5	0
2769	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.999994158744812, 0.9999814033508301]	3	0
2770	6	7	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n01886756', 'n02370806', 'n01886756', 'n01471682', 'n01639765']	[0.9999004602432251, 0.8905247449874878, 0.5394951701164246, 0.5394951701164246, 0.23836931586265564, 0.23836931586265564, 0.23836931586265564, 0.08565914630889893]	9	1
2771	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9996324777603149, 0.9998577833175659, 0.9999902248382568, 0.999998927116394]	5	0
2772	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999997615814209, 1.0]	3	0
2773	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999582767486572, 0.999994158744812, 0.9999998807907104]	4	0
2774	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999973773956299, 0.9998173117637634]	3	0
2775	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999997615814209, 0.9999997615814209, 0.9996570348739624, 0.9999383687973022]	5	0
2776	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 1.0, 1.0]	5	0
2777	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999997615814209, 0.9999974966049194, 0.9999998807907104, 0.9999991655349731]	5	0
2778	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 1.0, 1.0]	5	0
2779	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9972447156906128, 0.9942675828933716, 0.996769905090332, 0.9061542749404907]	5	0
2780	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999966621398926, 0.9999932050704956, 0.9999990463256836, 0.9999985694885254]	5	0
2781	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999995231628418, 0.9999964237213135, 1.0, 1.0]	5	0
2782	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.999982476234436, 0.9999127388000488, 0.9999668598175049]	4	0
2783	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9993371367454529, 0.9997742772102356, 0.9999901056289673]	4	0
2784	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.9999998807907104, 0.9999785423278809, 0.9999977350234985]	4	0
2785	2	4	FALSE	['n00003553', 'n01471682', 'n01503061']	[0.9999979734420776, 0.644368588924408]	3	0
2786	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 0.999997615814209, 0.9999992847442627, 0.9999996423721313]	5	0
2787	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999973773956299, 0.9999831914901733, 0.9999885559082031, 0.9999991655349731]	5	0
2788	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999649524688721, 0.9999430179595947, 0.9999914169311523, 0.9999979734420776]	5	0
2789	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9999998807907104, 1.0, 1.0]	4	0
2790	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[0.9999998807907104, 1.0, 1.0]	4	0
2791	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 0.9999998807907104, 1.0, 1.0]	5	0
2792	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999998807907104, 0.9999995231628418, 0.9999996423721313]	4	0
2793	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
2794	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999822378158569, 0.999984860420227, 0.9986833930015564]	4	0
2795	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9868098497390747, 0.9925826787948608, 0.9982800483703613, 0.9975740313529968]	5	0
2796	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[1.0, 1.0, 0.9999996423721313, 1.0]	5	0
2797	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999998807907104, 0.9997139573097229]	3	0
2798	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[1.0, 1.0, 1.0, 0.9811381101608276]	5	0
2799	8	8	TRUE	['n00003553', 'n03575240', 'n03125870', 'n04194289']	[1.0, 0.9999912977218628, 0.9999994039535522]	4	0
2800	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 1.0, 1.0]	5	0
2801	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999974966049194, 0.9999895095825195, 0.9999990463256836, 0.9999994039535522]	5	0
2802	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
2803	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[1.0, 1.0, 1.0, 1.0]	5	0
2804	5	3	FALSE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9963603615760803, 0.9993334412574768, 0.9338653683662415, 0.9638392329216003]	5	0
2805	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[1.0, 1.0, 1.0, 1.0]	5	0
2806	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9997615218162537, 0.9998959302902222]	3	0
2807	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[0.9996534585952759, 0.9833348989486694, 0.9649457335472107]	4	0
2808	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9911705255508423]	3	0
2809	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999350309371948, 0.9999933242797852, 0.999997615814209, 0.9999980926513672]	5	0
2810	0	9	FALSE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999724626541138, 0.7846125364303589, 0.9222655296325684]	4	0
2811	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[0.9999977350234985, 0.9963437914848328]	3	0
2812	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.999945878982544, 0.9999679327011108, 0.9996218681335449]	4	0
2813	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[0.999995231628418, 0.9979909658432007, 0.9998683929443359]	4	0
2814	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 0.9982956051826477]	4	0
2815	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999983310699463, 0.9999997615814209, 1.0, 0.9972794651985168]	5	0
2816	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.9999997615814209, 1.0, 1.0, 1.0]	5	0
2817	9	9	TRUE	['n00003553', 'n03575240', 'n03791235', 'n04490091']	[1.0, 1.0, 1.0]	4	0
2818	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999827146530151, 0.9998495578765869, 0.9999649524688721, 0.9998252987861633]	5	0
2819	1	1	TRUE	['n00003553', 'n03575240', 'n03791235', 'n02958343']	[1.0, 1.0, 1.0]	4	0
2820	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[0.9999995231628418, 1.0]	3	0
2821	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[0.9999548196792603, 0.9999819993972778, 0.9999967813491821]	4	0
2822	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999966621398926, 0.9999992847442627, 0.9999996423721313, 0.9998917579650879]	5	0
2823	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999997615814209, 0.9999984502792358, 0.9999998807907104, 0.9999574422836304]	5	0
2824	7	7	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02374451']	[0.999998927116394, 0.999997615814209, 0.9999997615814209, 0.9999858140945435]	5	0
2825	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.9997462630271912]	3	0
2826	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999996423721313, 0.9999997615814209, 1.0, 1.0]	5	0
2827	5	5	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02084071']	[0.9999990463256836, 0.9999983310699463, 0.9999998807907104, 0.999998927116394]	5	0
2828	2	2	TRUE	['n00003553', 'n01471682', 'n01503061']	[1.0, 0.8905166387557983]	3	0
2829	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999901056289673, 0.9979538917541504, 0.9994292855262756, 0.999639630317688]	5	0
2830	6	6	TRUE	['n00003553', 'n01471682', 'n01639765']	[1.0, 1.0]	3	0
2831	-1	3	FALSE	['n00003553', 'n03575240', 'n00003553', 'n01471682', 'n00003553']	[0.9075798392295837, 0.9075798392295837, 0.09242017567157745, 0.09242017567157745]	5	2
2832	3	3	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02075296', 'n02121620']	[0.9999998807907104, 0.9171284437179565, 0.99847012758255, 0.9993053674697876]	5	0
2833	0	0	TRUE	['n00003553', 'n03575240', 'n03125870', 'n02691156']	[1.0, 1.0, 1.0]	4	0
2834	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9999986886978149, 0.9998576641082764, 0.9998167157173157, 0.9999356269836426]	5	0
2835	4	4	TRUE	['n00003553', 'n01471682', 'n01886756', 'n02370806', 'n02430045']	[0.9998352527618408, 0.9984252452850342, 0.9948423504829407, 0.99176424741745]	5	0
